id,black_fruit,citrus_fruit,dried_fruit,earth,floral,microbio,non_oak,oak,red_fruit,spices,tree_fruit,tropical_fruit,vegetal
7197504,,,,,,,,,,,,,
7231332,,,,,,,,,,,,,
7241558,,,,1,,,,,1,,,,
7249264,,,,1,,,,,,,1,1,
7268316,,1,,,,1,1,,,,,,
7294675,1,,,,,,,1,,1,,,
7303708,,,,,,,,1,,,1,1,
7315338,1,,,,,,,1,,1,,,
7325556,,1,,,,,,1,,,1,,
7328070,1,,,,,,,1,1,,,,
7369560,1,,,1,,,,1,,,,,
7384096,,,,1,,,,1,1,,,,
7384832,1,,,,,,,1,1,,,,
7389614,,1,,1,,,,1,,,,,
7399598,1,,,1,,,,1,,,,,
7496719,1,,,1,,,,1,,,,,
7503340,,,,,,,,1,,,,1,1
7507548,,,,,,,,,,,,,
7538705,1,,,1,,,,,,1,,,
7556602,1,,,,,,,1,,1,,,
7567374,1,,,,,,,1,1,,,,
7599543,1,,,,,,,1,1,,,,
7620781,1,,,1,,,,1,,,,,
7633874,1,,,1,,,,1,,,,,
7650016,1,,,,,,,1,1,,,,
7730139,,,,1,,,,1,,1,,,
7803874,,,,,,,,,,,,,
7921976,,1,,,,,,,1,,,1,
7948154,,,,,,,,,,,,,
7991358,,,,,1,,,1,1,,,,
8032801,,,,,,,,,,,,,
8036861,1,,1,,,,,1,,,,,
8055297,,,,,,,,,,,,,
8069628,1,,,,,,,1,1,,,,
8100038,1,,,1,,,,1,,,,,
8158107,,,,,,,,,,,,,
8183449,1,,,,,,,1,1,,,,
8302966,,1,,,,,1,,,,1,,
8386496,1,1,,,,,,1,,,,,
8404808,1,,,,,,,1,,1,,,
8429888,1,,,,,,,1,1,,,,
8430212,1,,,1,,,,1,,,,,
8444966,1,,,1,,,,,1,,,,
8512089,,,,1,,,,1,,,1,,
8593926,1,,,,,,,1,1,,,,
8636470,1,,,1,,,,1,,,,,
8675341,,1,,,,,,1,,,1,,
8961179,1,,1,1,,,,,,,,,
8961784,,,,1,,,,,,,,,
9037527,1,,,1,,,,1,,,,,
9124430,1,,,,,,,1,,1,,,
9124646,1,,,1,,,,1,,,,,
9216680,1,,,1,,,,1,,,,,
9269450,,,,,,,,,,,,,
9458566,1,,,1,,,,1,,,,,
9531019,1,,1,,,,,1,,,,,
9587389,1,,,,,,,1,,1,,,
9640136,,,,,,,,,,,,,
